-27,55,5
-27,59,7
-27,59,6
-23,58,5
-25,59,5
-27,58,4
-27,57,5
-28,64,6
-28,67,7
-25,73,14
-15,84,14
-13,81,8
-18,74,1
-22,63,0
-27,52,1
-24,48,-1
-16,44,-1
-15,46,0
-18,50,0
-20,52,0
-20,59,0
-20,59,0
-22,62,0
-22,59,1
-23,63,1
-20,61,2
-20,59,4
-19,58,5
-19,59,5
-17,57,7
-16,61,7
-16,65,7
-20,70,8
-18,73,5
-16,74,2
-13,70,0
-13,67,-3
-15,68,-7
-14,65,-10
-14,59,-13
-16,60,-13
-17,61,-14
-17,62,-10
-16,58,-9
-14,59,-6
-14,57,-3
-13,55,-4
-11,58,-4
-14,57,-6
-13,57,-7
-11,58,-9
-9,58,-9
-8,63,-8
-9,68,-8
-8,69,-7
-8,70,-8
-5,74,-9
-4,74,-10
0,69,-11
2,70,-12
3,70,-13
4,67,-14
5,67,-14
5,65,-16
5,66,-17
6,63,-21
6,63,-22
6,63,-20
8,63,-20
7,61,-23
7,62,-24
10,63,-23
12,62,-23
13,62,-25
12,61,-26
15,59,-26
16,55,-26
14,54,-26
13,55,-29
10,55,-31
13,53,-30
12,50,-31
11,50,-29
8,50,-28
9,51,-34
9,51,-34
12,53,-34
14,53,-34
19,56,-35
17,55,-40
19,54,-38
20,56,-37
23,55,-38
20,51,-36
18,48,-35
19,48,-34
19,48,-34
20,51,-34
18,50,-35
19,50,-34
18,52,-34
13,48,-35
11,49,-33
15,57,-35
16,55,-33
15,53,-32
11,51,-30
9,58,-28
12,59,-38
9,58,-35
19,73,-36
26,78,-37
32,87,-39
33,80,-37
25,72,-30
22,73,-26
14,65,-14
10,64,-9
11,63,-8
11,62,-8
8,60,-8
5,67,-8
1,70,-16
2,58,-17
-7,54,-15
-11,49,-17
-15,39,-18
-18,45,-15
-19,45,-15
-27,59,-14
-28,65,-12
-24,82,-11
-20,81,-15
-24,73,-18
-25,76,-14
-15,70,-13
-16,60,-13
-19,51,-10
-18,55,-10
-18,53,-13
-19,54,-13
-18,56,-12
-19,57,-14
-21,60,-14
-21,64,-14
-22,62,-14
-22,61,-12
-22,57,-13
-23,60,-11
-23,59,-10
-24,57,-6
-24,61,-4
-18,63,-5
-18,64,-5
-14,58,2
-15,60,3
-16,65,4
-15,64,7
-10,66,12
-3,69,17
-2,63,18
-3,59,21
-1,59,19
-1,58,13
-3,60,15
-7,55,13
-10,51,13
-15,57,16
-14,60,13
-18,69,11
-21,84,13
-27,103,8
-27,78,7
-23,45,10
-23,42,11
-24,48,8
-23,65,7
-21,70,7
-18,69,10
-17,69,11
-17,63,8
-19,58,7
-20,54,8
-19,53,8
-16,49,9
-14,53,7
-14,62,4
-14,65,3
-31,67,-6
-37,60,-7
-44,59,-2
-41,60,3
-41,58,3
-44,51,3
-39,51,3
-38,55,3
-35,56,5
-34,56,7
-36,58,6
-34,58,9
-34,57,9
-32,59,11
-32,60,11
-35,58,11
-35,55,9
-34,60,12
-33,64,20
-29,61,19
-49,62,7
-53,60,2
-50,51,-1
-48,48,-3
-50,44,-6
-41,45,-3
-45,47,7
-48,49,7
-48,46,-2
-51,44,-4
-50,46,-8
-52,45,-9
-46,41,-4
-48,39,-7
-55,37,-11
-51,33,-8
-53,35,-10
-52,34,-10
-54,34,-11
-52,27,-10
-48,25,-7
-54,27,-12
-59,31,-12
-68,38,-11
-68,36,-13
-64,26,-8
-51,20,4
-64,17,-1
-60,18,1
-61,20,13
-56,19,13
-59,16,0
-57,16,1
-56,17,5
-60,18,4
-60,21,6
-62,23,9
-65,23,5
-73,23,-10
-60,26,-2
-58,28,5
-63,26,0
-58,27,5
-55,27,8
-57,29,11
-59,29,9
-60,32,8
-58,35,7
-60,35,4
-60,37,6
-54,39,12
-58,36,8
-52,34,11
-49,32,16
-54,32,11
-58,32,7
-56,32,11
-54,32,13
-56,33,12
-55,34,12
-54,33,11
-59,31,9
-57,30,10
-59,26,10
-64,25,5
-70,24,1
-68,23,3
-67,21,6
-67,18,0
-74,19,-2
-67,17,6
-64,17,6
-65,18,-1
-71,18,-6
-58,16,3
-66,13,-3
-60,8,0
-57,8,5
-66,6,4
-62,4,7
-60,4,16
-59,2,16
-59,1,18
-59,0,19
-56,0,24
-57,-2,22
-54,-2,25
-67,0,17
-69,-3,11
-53,-8,19
-56,-10,14
-60,-11,11
-55,-12,15
-54,-14,17
-59,-15,12
-56,-15,14
-54,-15,20
-65,-14,14
-60,-14,16
-59,-17,11
-60,-15,14
-60,-14,14
-61,-14,7
-63,-15,0
-57,-11,0
-64,-11,-8
-70,-10,1
-73,-12,-4
-67,-16,1
-69,-17,1
-66,-17,0
-68,-14,-2
-68,-14,-7
-65,-14,-7
-62,-14,0
-53,-12,7
-59,-12,21
-57,-12,26
-62,-9,23
-57,-12,26
-53,-14,35
-51,-12,32
-47,-14,33
-45,-13,45
-47,-13,42
-46,-12,38
-47,-11,39
-46,-10,43
-42,-9,44
-46,-8,40
-53,-6,41
-62,-9,29
-52,-8,34
-48,-12,40
-47,-11,33
-62,-7,13
-63,-7,11
-63,-8,12
-66,-8,0
-67,-7,-5
-70,-7,0
-63,-9,5
-65,-9,2
-70,-8,-4
-69,-8,-4
-66,-10,2
-65,-7,0
-65,-8,-3
-64,-9,-2
-71,-7,-2
-70,-5,3
-70,-7,3
-59,-7,12
-59,-7,10
-59,-5,10
-66,-7,18
-64,-7,18
-46,-11,37
-44,-12,41
-44,-8,38
-43,-7,43
-53,-13,36
-52,-12,34
-44,-8,45
-54,-10,40
-46,-10,40
-45,-8,43
-48,-8,40
-50,-9,40
-51,-7,40
-49,-11,42
-49,-11,42
-51,-11,40
-49,-10,37
-43,-6,47
-48,-8,47
-62,-9,27
-55,-9,29
-50,-9,35
-54,-9,31
-52,-9,27
-55,-7,28
-61,-8,30
-43,-8,42
-69,-9,17
-70,-11,7
-63,-13,8
-58,-12,5
-64,-12,-1
-65,-11,-6
-65,-10,-2
-56,-11,16
-60,-12,13
-72,-11,7
-59,-16,13
-63,-13,11
-60,-14,14
-61,-17,13
-62,-19,20
-60,-17,10
-66,-16,9
-61,-17,14
-62,-13,10
-60,-13,12
-60,-14,15
-64,-13,10
-62,-10,16
-62,-11,19
-58,-12,13
-59,-14,12
-60,-14,12
-61,-12,13
-62,-13,14
-65,-11,12
-66,-11,9
-65,-11,9
-61,-9,15
-65,-10,10
-62,-9,11
-66,-9,9
-63,-9,10
-63,-9,11
-64,-9,14
-63,-7,13
-62,-6,11
-64,-5,9
-63,-5,10
-61,-2,12
-65,-3,9
-63,-7,9
-61,-6,12
-61,-6,15
-66,-8,12
-62,-7,16
-68,-9,10
-67,-8,14
-65,-10,15
-58,-10,22
-52,-10,32
-51,-10,33
-49,-10,40
-49,-11,40
-44,-10,44
-39,-13,46
-32,-13,54
-29,-12,54
-27,-13,53
-28,-12,54
-21,-11,60
-20,-12,60
-20,-11,60
-20,-11,60
-19,-11,57
-17,-11,59
-18,-11,60
-20,-11,56
-20,-11,59
-17,-10,60
-20,-7,59
-43,-11,45
-40,-12,48
-34,-10,53
-39,-7,47
-46,-6,44
-49,-6,46
-51,-8,40
-47,-7,41
-51,-7,42
-56,-7,29
-59,-4,29
-47,-5,39
-55,-3,33
-56,-9,25
-54,-12,22
-63,-3,23
-58,-4,22
-66,3,21
-68,2,20
-56,-2,16
-60,-5,26
-79,-17,1
-67,-18,-8
-62,-14,13
-64,-11,7
-61,-5,4
-72,-2,-4
-68,-2,-1
-64,-7,-8
-64,-8,-9
-69,-8,-22
-69,-8,-21
-63,-8,-15
-60,-10,-11
-59,-8,-13
-59,-7,-10
-67,-6,-11
-64,-5,-8
-61,-6,-12
-60,-3,-7
-65,-6,-16
-64,-6,-15
-67,-5,-17
-60,-4,-17
-62,-6,-24
-60,-4,-15
-61,-5,-21
-65,-7,-25
-61,-7,-18
-61,-8,-24
-65,-9,-29
-61,-7,-25
-61,-7,-25
-55,-10,-22
-64,-8,-25
-58,-7,-20
-59,-8,-21
-51,-11,-23
-56,-12,-27
-58,-8,-19
-63,-9,-27
-60,-10,-28
-60,-11,-27
-60,-11,-29
-56,-11,-29
-56,-10,-30
-56,-11,-36
-55,-10,-31
-59,-9,-38
-60,-8,-34
-54,-10,-34
-51,-11,-40
-55,-9,-37
-48,-9,-29
-55,-10,-36
-54,-10,-42
-53,-9,-33
-52,-12,-38
-50,-11,-35
-55,-12,-39
-54,-11,-36
-53,-9,-35
-57,-7,-37
-54,-7,-30
-57,-7,-31
-57,-10,-36
-58,-11,-35
-59,-10,-29
-58,-9,-27
-59,-9,-27
-58,-9,-23
-61,-8,-20
-57,-11,-23
-56,-11,-20
-63,-14,-22
-60,-11,-18
-60,-11,-17
-56,-10,-11
-63,-10,-16
-64,-10,-16
-57,-9,-11
-63,-9,-14
-62,-9,-14
-64,-10,-16
-61,-8,-12
-62,-8,-13
-63,-11,-20
-63,-10,-19
-61,-8,-15
-69,-9,-26
-56,-10,-21
-58,-9,-25
-62,-10,-33
-60,-9,-31
-62,-8,-29
-56,-8,-28
-58,-8,-30
-58,-8,-32
-58,-9,-33
-50,-10,-34
-54,-10,-39
-56,-6,-34
-56,-7,-39
-43,-11,-34
-46,-10,-37
-48,-12,-40
-54,-9,-44
-51,-8,-43
-48,-11,-38
-48,-10,-33
-47,-8,-34
-47,-10,-39
-49,-10,-41
-52,-8,-38
-46,-14,-47
-43,-13,-45
-45,-12,-45
-43,-12,-39
-48,-9,-44
-50,-9,-48
-41,-9,-43
-42,-11,-50
-43,-13,-49
-47,-8,-44
-48,-8,-46
-43,-8,-43
-42,-12,-46
-43,-13,-57
-41,-13,-55
-35,-14,-52
-32,-13,-45
-53,-10,-46
-53,-11,-45
-37,-13,-53
-37,-13,-52
-34,-9,-48
-35,-8,-49
-41,-9,-47
-38,-10,-49
-35,-15,-55
-27,-12,-54
-30,-12,-51
-29,-18,-57
-36,-15,-55
-28,-17,-63
-23,-17,-65
-38,-8,-54
-37,-11,-52
-23,-11,-45
-10,-5,-36
-54,-15,-80
-50,-19,-80
-34,-12,-46
-46,-9,-47
-38,-11,-51
-41,-12,-51
-30,-10,-47
-32,-10,-51
-33,-11,-51
-33,-13,-48
-38,-13,-50
-31,-13,-52
-33,-13,-57
-42,-12,-55
-43,-13,-55
-34,-12,-53
-34,-10,-51
-37,-11,-53
-37,-12,-57
-31,-12,-54
-32,-11,-51
-39,-13,-54
-39,-13,-50
-35,-12,-48
-37,-12,-52
-35,-12,-50
-38,-13,-49
-37,-12,-46
-45,-12,-50
-41,-13,-49
-38,-13,-49
-43,-15,-52
-32,-15,-47
-31,-15,-48
-43,-12,-43
-38,-14,-48
-35,-17,-57
-42,-13,-46
-40,-16,-59
-39,-12,-46
-39,-14,-47
-31,-11,-58
-34,-6,-48
-41,-7,-45
-43,-7,-48
-39,-8,-47
-46,-10,-55
-38,-8,-47
-39,-10,-57
-43,-8,-54
-42,-9,-55
-41,-10,-55
-39,-10,-53
-45,-9,-48
-40,-10,-47
-44,-9,-46
-45,-9,-46
-45,-9,-46
-53,-13,-48
-46,-12,-45
-47,-11,-41
-53,-11,-43
-50,-10,-35
-51,-9,-32
-56,-12,-29
-56,-12,-24
-58,-12,-16
-55,-11,-11
-61,-11,-14
-60,-9,-10
-66,-11,-19
-63,-12,-10
-62,-13,-8
-64,-13,-7
-62,-12,-5
-63,-11,-1
-64,-12,1
-66,-11,2
-64,-11,2
-60,-10,5
-63,-10,4
-63,-12,8
-60,-11,10
-64,-12,7
-59,-11,13
-69,-11,6
-64,-11,8
-62,-11,11
-65,-11,10
-61,-11,10
-62,-12,8
-63,-12,6
-65,-11,5
-63,-12,5
-62,-13,8
-63,-11,10
-70,-9,5
-66,-9,4
-62,-11,6
-66,-8,2
-66,-8,-10
-58,-3,4
-74,-4,-6
-64,-6,-10
-65,-8,-11
-67,-6,-8
-65,-5,-8
-66,-3,-14
-67,-5,-17
-61,-6,-5
-61,-4,3
-64,-4,-2
-64,-2,-3
-66,-1,2
-67,0,6
-63,-4,0
-65,-4,-1
-65,-5,-2
-67,-5,-4
-64,-5,-1
-63,-7,-2
-65,-6,-5
-65,-5,-4
-63,-6,-11
-61,-3,-11
-69,-1,-6
-65,-3,-10
-67,-3,-13
-65,-3,-12
-66,-3,-11
-60,-4,-11
-61,-4,-8
-63,-5,-8
-60,-5,-11
-63,0,-3
-67,-1,-6
-66,-3,-18
-62,-3,-17
-62,-4,-15
-63,3,-11
-64,1,-17
-70,1,-18
-72,0,-15
-62,-1,-10
-61,-2,-11
-67,-4,-13
-66,-5,-12
-65,-6,-11
-61,-6,-8
-64,-4,-10
-64,-3,-9
-63,1,-1
-64,-2,-1
-69,-6,-12
-66,-6,-12
-65,-4,-4
-69,-5,1
-62,-7,0
-67,-6,6
-67,-6,5
-62,-9,13
-61,-8,14
-62,-3,21
-58,0,23
-55,-1,22
-59,0,22
-51,-3,29
-51,-4,29
-53,-4,29
-50,-3,32
-53,-4,32
-55,-3,32
-54,-1,30
-58,-3,25
-62,-4,23
-56,-1,29
-56,-1,30
-59,-1,25
-62,-1,23
-63,-1,23
-62,-2,24
-64,-2,21
-62,-2,20
-60,-1,21
-57,0,24
-60,1,23
-59,0,23
-63,-4,22
-69,-4,19
-60,-4,21
-58,-7,19
-56,-5,20
-57,-3,21
-60,-3,19
-61,-4,18
-61,-5,19
-63,-4,19
-64,-4,19
-63,-2,23
-61,-1,26
-60,1,29
-60,2,27
-62,1,26
-63,2,26
-57,7,29
-60,8,30
-59,8,29
-56,9,31
-59,10,32
-55,14,36
-55,14,36
-55,11,35
-53,11,37
-55,12,33
-53,11,33
-46,11,36
-47,10,35
-49,9,33
-50,9,32
-55,9,34
-54,10,35
-55,11,34
-55,9,33
-51,8,36
-49,8,37
-51,8,38
-54,7,33
-52,8,32
-52,5,28
-53,4,29
-51,4,25
-45,4,25
-46,10,25
-45,12,24
-41,15,23
-45,17,23
-44,22,22
-42,25,20
-42,28,12
-40,30,9
-39,42,2
-57,56,-7
-57,62,-9
-59,67,-11
-56,69,-11
-53,73,0
-46,72,4
-32,70,11
-30,68,17
-32,64,18
-33,63,15
-38,59,13
-37,58,14
-32,56,14
-30,56,14
-29,61,12
-29,63,10
-29,63,11
-26,63,9
-25,63,10
-25,62,13
-23,62,12
-22,59,10
-22,57,10
-23,56,9
-24,55,9
-22,53,8
-20,55,9
-21,57,11
-24,57,14
-22,55,15
-27,56,18
-37,59,20
-36,58,25
-35,57,31
-39,58,29
-52,60,19
-70,53,0
-70,50,-1
-57,44,-4
-57,36,-14
-57,23,-28
-58,19,-23
-49,15,-25
-49,16,-27
-49,21,-27
-46,23,-28
-54,24,-33
-62,21,-38
-50,11,-35
-40,5,-15
-44,4,-7
-50,-4,-5
-53,-4,-5
-52,1,8
-54,1,13
-64,1,6
-71,0,-2
-82,3,-8
-80,4,-8
-74,0,-14
-77,1,-17
-71,7,-14
-61,5,-8
-63,3,-8
-67,3,-13
-75,7,-17
-72,2,-8
-72,5,1
-70,2,-14
-56,-6,-16
-42,-10,3
-36,-12,8
-54,-17,-2
-70,-9,7
-65,3,20
-57,9,31
-58,13,39
-60,8,25
-51,2,34
-75,-4,29
-65,-5,14
-52,-5,17
-47,-2,22
-74,9,8
-71,3,-4
-57,-5,-7
-72,-4,-17
-67,1,2
-63,1,-6
-52,4,2
-54,4,-5
-70,2,-17
-69,0,-21
-66,-6,-16
-66,-11,-21
-55,-4,-6
-69,2,-5
-73,8,1
-64,7,-4
-49,11,12
-74,9,-1
-64,5,-2
-28,6,10
-15,13,32
-50,36,53
-71,46,37
-102,38,2
-93,30,-6
-66,16,-7
-50,14,1
-47,10,-18
-39,4,-35
-60,4,-60
-47,8,-59
-41,9,-63
-40,8,-64
-48,6,-66
-38,7,-64
-28,3,-60
-43,2,-49
-47,4,-46
-36,4,-36
-31,4,-31
-50,1,-36
-55,0,-32
-47,-3,-19
-44,-6,-15
-48,-8,-12
-48,-8,-12
-35,1,-7
-42,4,-11
-60,12,-11
-42,19,-4
-49,26,-6
-48,32,2
-47,36,0
-29,53,1
-29,62,6
-39,85,15
-38,88,13
-30,96,17
-32,91,22
-36,78,24
-36,80,20
-38,71,16
-34,54,19
-30,49,21
-29,47,19
-35,51,14
-38,60,10
-34,63,8
-28,70,10
-26,69,11
-30,60,8
-31,59,9
-30,60,10
-27,60,10
-21,60,11
-21,58,13
-19,53,15
-18,51,14
-19,51,15
-20,51,16
-20,52,15
-20,53,15
-21,54,16
-22,54,14
-24,55,14
-27,55,15
-27,57,16
-27,60,19
-27,62,20
-28,64,20
-29,64,21
-30,62,20
-30,61,19
-30,60,18
-28,61,16
-28,60,15
-30,60,16
-28,57,14
-27,57,14
-27,57,14
-25,58,13
-25,58,14
-25,57,14
-25,57,15
-24,57,15
-23,57,15
-24,56,15
-25,56,17
-24,56,18
-23,57,18
-23,59,18
-23,59,18
-24,58,17
-24,57,16
-25,56,16
-25,57,16
-25,56,16
-25,58,15
-25,58,15
-25,60,13
-26,61,13
-26,60,13
-25,60,13
-25,60,13
-25,59,13
-25,59,15
-25,59,15
-23,60,16
-23,60,16
-22,59,16
-22,59,16
-22,58,16
-21,58,15
-21,57,15
-23,56,14
-22,56,14
-23,56,14
-24,56,14
-25,56,15
-25,56,16
-25,57,17
-24,57,17
-25,57,18
-25,57,18
-25,58,17
-25,58,17
-27,58,16
-27,58,16
-24,57,14
-24,58,12
-25,58,12
-25,56,13
-25,55,15
-24,57,17
-23,58,17
-23,59,16
-25,60,15
-25,59,13
-24,59,12
-23,59,13
-21,64,12
-23,67,13
-23,62,12
-24,61,13
-25,60,14
-20,57,13
-23,56,12
-24,58,11
-23,59,11
-24,61,11
-24,65,11
-25,64,10
-27,62,9
-27,61,9
-27,57,9
-28,56,10
-26,58,11
-25,60,11
-26,59,12
-26,59,11
-23,56,10
-22,58,10
-20,61,10
-17,62,12
-17,61,10
-21,59,9
-23,59,7
-26,57,9
-26,56,8
-25,57,9
-25,59,11
-23,61,12
-20,64,14
3,76,23
-4,85,6
-51,69,-24
-62,56,-18
-51,33,-8
-45,31,-8
-26,37,0
-2,45,5
2,63,7
-14,106,13
-25,84,11
-25,51,5
-25,44,7
-40,55,3
-37,63,3
-25,67,11
-20,64,12
-18,60,14
-22,57,13
-27,55,11
-27,55,11
-26,60,12
-25,63,11
-26,62,11
-27,60,10
-27,59,10
-25,60,10
-24,61,10
-23,60,10
-23,59,10
-24,59,9
-24,60,10
-23,58,10
-23,58,9
-23,59,9
-22,59,10
-23,59,8
-23,59,8
-22,59,8
-22,59,8
-22,58,8
-22,59,9
-22,59,9
-23,59,9
-23,59,9
-24,59,9
-24,60,9
-24,60,9
-24,60,9
-24,61,10
-24,61,10
-25,61,9
-25,62,9
-25,61,9
-24,61,9
-24,61,9
-23,62,9
-23,61,8
-22,61,8
-22,61,8
-22,61,8
-21,60,8
-21,61,7
-21,61,7
-21,60,6
-22,60,6
-21,60,6
-21,60,6
-21,60,6
-21,60,6
-22,60,6
-22,60,7
-22,60,7
-23,60,8
-23,60,8
-23,60,8
-23,60,8
-23,60,8
-23,60,7
-23,60,8
-23,60,8
-23,60,8
-23,60,8
-23,61,7
-23,61,7
-23,61,7
-23,60,7
-22,61,7
-22,60,7
-23,60,8
-23,60,8
-23,60,8
-22,60,8
-23,60,8
-23,60,8
-23,60,8
-23,59,7
-23,60,7
-24,61,7
-24,61,7
-24,61,7
-24,61,7
-23,61,8
-23,61,7
-23,60,8
-23,60,8
-23,60,8
-22,61,8
-22,61,8
-22,60,8
-22,60,8
-22,60,8
-22,60,7
-23,61,7
-23,60,7
-23,60,7
-23,60,7
-23,60,8
-23,60,7
-24,60,8
-23,60,8
-24,60,7
-24,60,8
-24,61,8
-24,60,8
-24,60,8
-23,60,8
-23,60,9
-23,61,9
-24,61,9
-24,59,9
-24,59,8
-24,58,7
-24,59,7
-24,59,7
-22,59,7
-26,61,6
-27,61,6
-21,60,10
-20,58,14
-24,60,11
-25,61,12
-24,60,12
-24,60,12
-25,61,11
-22,61,11
-21,61,10
-22,60,10
-24,59,10
-23,59,10
-24,59,9
-24,59,8
-24,60,8
-24,60,9
-23,59,9
-23,60,6
-23,60,10
-23,59,10
-25,59,8
-22,59,9
-24,59,10
-21,58,11
-19,60,12
-15,59,14
-20,60,14
-22,61,14
-20,61,16
-19,60,16
-23,61,16
-21,61,16
-23,61,16
-24,60,14
-25,57,9
-24,58,9
-23,58,9
-25,58,11
-26,58,11
-28,58,11
-27,58,12
-25,60,13
-24,61,13
-24,61,12
-24,61,12
-25,61,11
-24,61,10
-23,59,9
-22,58,10
-22,57,11
-21,57,11
-21,57,11
-21,58,12
-22,58,12
-22,58,11
-23,58,11
-23,59,11
-23,60,11
-24,59,11
-24,59,11
-24,60,11
-23,60,11
-24,60,12
-24,60,12
-24,60,12
-24,59,12
-25,58,12
-24,59,12
-25,59,11
-26,59,11
-26,59,11
-26,59,10
-26,60,10
-27,60,9
-27,60,10
-26,60,10
-26,59,10
-26,59,11
-26,59,11
-24,59,12
-24,59,12
-24,59,11
-24,59,11
-24,59,11
-24,59,11
-24,59,10
-24,59,10
-23,59,10
-24,60,10
-24,60,10
-24,60,10
-24,60,10
-24,60,11
-24,60,11
-23,59,11
-23,59,11
-24,60,11
-24,60,11
-24,60,10
-24,59,10
-24,60,10
-24,60,11
-24,60,11
-24,60,11
-24,60,11
-24,60,11
-23,60,11
-23,59,11
-23,59,11
-22,59,11
-22,59,11
-23,59,11
-23,59,11
-22,59,10
-23,60,11
-22,59,12
-22,59,12
-22,60,12
-22,59,12
-22,58,13
-23,59,13
-23,59,13
-24,58,13
-24,58,14
-23,58,14
-24,59,14
-24,58,13
-23,58,13
-22,60,12
-22,60,12
-21,61,11
-21,61,11
-21,61,12
-22,62,12
-23,63,15
-21,61,14
-22,61,15
-26,58,19
-39,59,23
-56,61,17
-53,58,20
-47,48,18
-51,46,9
-48,41,-4
-41,36,-12
-52,29,-32
-45,30,-27
-47,27,-37
-43,24,-43
-42,21,-43
-35,20,-43
-37,18,-45
-36,15,-47
-35,14,-46
-34,13,-46
-31,13,-45
-36,13,-51
-39,13,-53
-37,14,-49
-43,15,-49
-56,16,-48
-53,17,-47
-36,20,-40
-35,22,-30
-27,26,-7
-22,27,3
-21,31,9
-37,34,-5
-68,39,-16
-61,41,-12
-56,44,-8
-46,49,-4
-45,51,-4
-46,56,-3
-44,59,-2
-36,67,2
-34,73,6
-33,76,13
-33,74,13
-28,67,10
-27,66,8
-28,65,5
-27,64,4
-27,58,4
-28,56,5
-26,57,5
-24,58,4
-24,59,5
-24,60,6
-26,60,5
-26,60,5
-25,62,7
-24,70,7
-24,68,8
-21,54,10
-22,51,9
-25,51,11
-25,52,11
-24,57,10
-25,61,10
-28,63,12
-29,61,14
-28,62,14
-25,61,17
-24,60,16
-24,59,16
-24,59,16
-24,56,14
-24,55,13
-24,54,12
-25,58,11
-27,70,13
-25,64,13
-23,53,13
-24,52,12
-21,55,12
-20,57,12
-21,58,9
-26,64,8
-28,64,9
-26,54,9
-26,52,11
-24,56,12
-22,61,12
-22,62,11
-23,60,9
-30,57,7
-31,55,8
-26,56,11
-25,57,12
-25,60,14
-26,60,13
-27,61,15
-28,64,16
-28,64,16
-31,64,14
-31,61,11
-49,59,-16
-56,58,-24
-51,53,-46
-65,49,-63
-57,48,-54
-50,41,-48
-34,34,-46
-34,31,-43
-30,26,-41
-26,23,-40
-30,17,-34
-23,14,-39
-32,8,-40
-30,6,-43
-30,0,-43
-31,-2,-47
-32,-3,-48
-35,-6,-50
-29,-6,-51
-41,-7,-52
-49,-7,-51
-46,-7,-41
-38,-8,-39
-23,-9,-37
-17,-7,-27
-7,-3,-11
-5,7,-3
0,30,20
-7,46,29
-11,85,27
-48,111,15
-79,115,-6
-61,90,-16
-53,81,1
-38,69,22
-36,65,20
-39,62,8
-40,61,4
-34,60,5
-31,58,6
-27,56,10
-27,57,11
-29,58,8
-29,59,7
-30,61,10
-31,62,8
-37,59,1
-38,58,-1
-42,58,-4
-48,56,-18
-50,57,-24
-63,49,-34
-60,45,-46
-64,40,-51
-64,37,-55
-49,30,-57
-46,26,-49
-37,21,-52
-36,21,-49
-36,18,-46
-32,17,-48
-29,16,-42
-30,14,-39
-26,8,-40
-29,3,-39
-31,-3,-41
-35,-10,-42
-32,-12,-42
-38,-15,-46
-38,-14,-44
-35,-17,-44
-40,-18,-44
-41,-19,-43
-38,-21,-45
-40,-24,-45
-41,-23,-43
-37,-23,-42
-37,-23,-42
-40,-20,-38
-43,-18,-36
-36,-11,-30
-29,-4,-25
-26,-2,-24
-20,1,-24
-18,4,-23
-7,14,-11
-2,26,2
-6,60,13
-15,84,10
-58,127,5
-81,127,4
-69,122,-5
-44,111,7
-1,98,53
-2,92,51
-21,72,32
-30,63,22
-42,51,6
-40,46,10
-38,46,13
-35,60,17
-33,67,18
-27,74,15
-26,77,13
-25,78,8
-24,76,7
-20,70,6
-19,64,7
-18,57,8
-18,53,8
-19,49,9
-19,48,9
-18,48,10
