1570327561.000000, IBI
42.470694,0.703157
43.173851,0.703157
43.892634,0.718783
44.564540,0.671906
45.189569,0.625029
45.861474,0.671906
46.470877,0.609403
47.111531,0.640654
47.830314,0.718783
62.580990,0.750034
63.268521,0.687531
63.956053,0.687531
64.643584,0.687531
65.315490,0.671906
66.003021,0.687531
77.066028,0.515649
77.628553,0.562526
78.175453,0.546900
78.769231,0.593777
79.363008,0.593777
79.956785,0.593777
136.928143,0.562526
137.490669,0.562526
151.897578,0.562526
152.491355,0.593777
153.085132,0.593777
153.663284,0.578151
154.194558,0.531274
154.835212,0.640654
155.413364,0.578151
164.304396,0.750034
171.882868,0.609403
172.507896,0.625029
173.070422,0.562526
173.726702,0.656280
179.711351,0.734409
180.430134,0.718783
181.164543,0.734409
181.789571,0.625029
182.617734,0.828163
207.478247,0.781286
208.212656,0.734409
208.853310,0.640654
226.697877,0.531274
227.401034,0.703157
228.119817,0.718783
228.760471,0.640654
233.698197,0.593777
234.245097,0.546900
234.823249,0.578151
235.401400,0.578151
235.963926,0.562526
236.635832,0.671906
237.417118,0.781286
242.542352,0.562526
243.151755,0.609403
243.823661,0.671906
265.340271,0.734409
265.902797,0.562526
266.715334,0.812537
267.293485,0.578151
267.949765,0.656280
268.590420,0.640654
269.246700,0.656280
269.871728,0.625029
277.184563,0.687531
277.887720,0.703157
278.544000,0.656280
285.388063,0.640654
286.044343,0.656280
294.138464,0.718783
294.747867,0.609403
309.170402,0.734409
309.732928,0.562526
310.357956,0.625029
310.998611,0.640654
318.295820,0.609403
318.905223,0.609403
319.592754,0.687531
341.546884,0.609403
342.171913,0.625029
358.547662,0.671906
359.172691,0.625029
359.860222,0.687531
360.547754,0.687531
366.266766,0.796911
367.016800,0.750034
367.782460,0.765660
368.532494,0.750034
369.282529,0.750034
370.001312,0.718783
370.720094,0.718783
371.485754,0.765660
372.251415,0.765660
373.079577,0.828163
373.907740,0.828163
374.782780,0.875040
375.595318,0.812537
376.423481,0.828163
377.236018,0.812537
377.970426,0.734409
384.642607,0.687531
385.408267,0.765660
386.095798,0.687531
386.830207,0.734409
387.580241,0.750034
388.252147,0.671906
388.955304,0.703157
389.674087,0.718783
390.377244,0.703157
391.080401,0.703157
391.783559,0.703157
392.455464,0.671906
393.174247,0.718783
393.908656,0.734409
394.674316,0.765660
395.408725,0.734409
396.205636,0.796911
396.861916,0.656280
397.518196,0.656280
398.143225,0.625029
398.799505,0.656280
399.455785,0.656280
400.158942,0.703157
400.924602,0.765660
401.737139,0.812537
402.549676,0.812537
403.330962,0.781286
404.127874,0.796911
404.940411,0.812537
405.737322,0.796911
406.393602,0.656280
407.112385,0.718783
407.862420,0.750034
408.706208,0.843789
409.487494,0.781286
410.268780,0.781286
411.050066,0.781286
411.690720,0.640654
412.425128,0.734409
413.159537,0.734409
413.847069,0.687531
414.518974,0.671906
415.159629,0.640654
415.706529,0.546900
420.644255,0.546900
421.300535,0.656280
421.863060,0.562526
427.628949,0.625029
428.253978,0.625029
436.957501,0.640654
437.613781,0.656280
438.332564,0.718783
439.129476,0.796911
439.817007,0.687531
440.504539,0.687531
441.160819,0.656280
441.770222,0.609403
442.410876,0.640654
449.411196,0.765660
450.161231,0.750034
456.974043,0.781286
457.692826,0.718783
458.380357,0.687531
462.396166,0.593777
474.834235,0.812537
475.553018,0.718783
476.287427,0.734409
476.990584,0.703157
477.646864,0.656280
478.350021,0.703157
479.084430,0.734409
479.834464,0.750034
480.615750,0.781286
481.381410,0.765660
482.084567,0.703157
482.881479,0.796911
488.913005,0.609403
489.569285,0.656280
490.194313,0.625029
490.866219,0.671906
491.585002,0.718783
492.303785,0.718783
493.022568,0.718783
493.756976,0.734409
494.460134,0.703157
495.132039,0.671906
495.772694,0.640654
496.444599,0.671906
497.132131,0.687531
497.850914,0.718783
498.554071,0.703157
499.350982,0.796911
502.194863,0.687531
502.929271,0.734409
503.741808,0.812537
504.398088,0.656280
505.054368,0.656280
514.023529,0.671906
514.789189,0.765660
515.382966,0.593777
516.148626,0.765660
517.039292,0.890666
524.883401,0.750034
525.508430,0.625029
532.727510,0.687531
533.430667,0.703157
534.149450,0.718783
534.805730,0.656280
550.681457,0.687531
551.431491,0.750034
552.103397,0.671906
552.759677,0.656280
553.384706,0.625029
554.056612,0.671906
572.260570,0.640654
572.838721,0.578151
573.448124,0.609403
589.542611,0.718783
590.183265,0.640654
590.777042,0.593777
591.542702,0.765660
592.261485,0.718783
597.339843,0.734409
598.043000,0.703157
598.793034,0.750034
599.543069,0.750034
602.746340,0.734409
603.386995,0.640654
604.074526,0.687531
604.793309,0.718783
614.606258,0.562526
644.920146,0.765660
645.670180,0.750034
660.233347,0.671906
660.999007,0.765660
661.936550,0.937543
662.670958,0.734409
666.843024,0.500023
667.311796,0.468771
667.702439,0.390643
675.405916,0.593777
676.015319,0.609403
676.780979,0.765660
677.327879,0.546900
682.265605,0.531274
682.796880,0.531274
686.297040,0.718783
686.937694,0.640654
687.672103,0.734409
734.236734,0.640654
734.861763,0.625029
749.174918,0.640654
763.534950,0.609403
768.285168,0.640654
768.925822,0.640654
769.613354,0.687531
770.207131,0.593777
770.847785,0.640654
771.441562,0.593777
772.144720,0.703157
772.879128,0.734409
773.644788,0.765660
776.457417,0.562526
777.129323,0.671906
777.754351,0.625029
778.551263,0.796911
788.504843,0.765660
789.286129,0.781286
790.051789,0.765660
790.833075,0.781286
791.583109,0.750034
792.333144,0.750034
816.287365,0.828163
816.959271,0.671906
817.662428,0.703157
911.791737,0.515649
912.448017,0.656280
933.620861,0.843789
943.605693,0.546900
983.201255,0.531274
983.873161,0.671906
1032.391007,0.671906
1032.937907,0.546900
1041.625804,0.625029
1042.313336,0.687531
1042.844610,0.531274
1043.422762,0.578151
1059.470371,0.687531
1060.157903,0.687531
1060.861060,0.703157
1061.470463,0.609403
1062.173620,0.703157
1062.783023,0.609403
1063.408051,0.625029
1064.095583,0.687531
1064.845617,0.750034
1065.501897,0.656280
1066.142552,0.640654
1066.767580,0.625029
1067.439486,0.671906
1068.111392,0.671906
1068.752046,0.640654
1069.377075,0.625029
1070.064606,0.687531
1070.752138,0.687531
1071.408418,0.656280
1072.267832,0.859414
1073.049118,0.781286
1073.846029,0.796911
1105.894371,0.640654
1106.456897,0.562526
1107.081926,0.625029
1107.597574,0.515649
1126.910958,0.796911
1127.520361,0.609403
1146.474354,0.578151
1172.725555,0.718783
1173.428713,0.703157
1183.694808,0.703157
1184.460468,0.765660
1185.163625,0.703157
1185.929285,0.765660
1186.726196,0.796911
1187.523108,0.796911
1188.382522,0.859414
1208.086549,0.671906
1208.633449,0.546900
1209.180349,0.546900
1209.758501,0.578151
1210.289775,0.531274
1210.946055,0.656280
1211.446078,0.500023
1237.900414,0.718783
1238.681700,0.781286
1249.744706,0.750034
1250.447863,0.703157
1251.104143,0.656280
1251.776049,0.671906
1252.369826,0.593777
1253.088609,0.718783
1253.666760,0.578151
1254.307415,0.640654
1255.057449,0.750034
1255.854361,0.796911
1270.933176,0.593777
1271.511327,0.578151
1272.105104,0.593777
1340.155094,0.578151
1340.920754,0.765660
1341.780169,0.859414
1342.467700,0.687531
1354.280741,0.671906
1354.952647,0.671906
1355.546424,0.593777
1356.343335,0.796911
1387.141620,0.625029
1387.813526,0.671906
1388.422929,0.609403
1389.032332,0.609403
1389.735489,0.703157
1390.485523,0.750034
1391.048049,0.562526
1391.688703,0.640654
1392.454363,0.765660
1393.063766,0.609403
1393.891929,0.828163
1394.516958,0.625029
1395.251366,0.734409
1395.813892,0.562526
1396.438921,0.625029
1397.063949,0.625029
1397.798358,0.734409
1398.454638,0.656280
1399.110918,0.656280
1399.829701,0.718783
1400.532858,0.703157
1401.126635,0.593777
1401.923547,0.796911
1402.486073,0.562526
1403.142353,0.656280
1403.783007,0.640654
1457.879233,0.718783
1458.488636,0.609403
1525.647960,0.593777
1532.648281,0.609403
1533.304561,0.656280
1546.461413,0.625029
1547.023939,0.562526
1547.680219,0.656280
1548.414627,0.734409
1549.195913,0.781286
1588.978984,0.593777
1616.808383,0.562526
1617.464663,0.656280
1620.386672,0.640654
1621.058578,0.671906
1621.652355,0.593777
1622.339886,0.687531
1623.043043,0.703157
1623.761826,0.718783
1624.386855,0.625029
1625.183766,0.796911
1625.761918,0.578151
